id,card_number,venue,venue_label,position,difficulty,success_condition,text,success_text,char_count,tier,print_position,family_safe,timed,duration_seconds,flags
"P15-SP-3",15,"school_play","The School Play",3,2,"named_judge","Perform a 20-second dramatic scene — but every time the player to your left claps once, you freeze. Every time they clap twice, you resume. Scene must still make sense at the end.","Named judge confirms freezes, resumes, and scene coherence.",179,"expansion",,true,true,20,"EXPANSION"
"P15-SP-4",15,"school_play","The School Play",4,3,"named_judge","Perform a 40-second scene in which you play a character who is performing a character — two layers of performance, both distinct, neither breaking.","Named judge confirms both layers distinct and neither layer breaks.",147,"core",3,true,true,40,""
"P16-CL-1",16,"comedy_lounge","Comedy Lounge",1,1,"vote","Tell the best joke you know. Not original — the best one you actually know. Deliver it perfectly.","Delivery judged, not material. Majority decides on execution.",97,"core",1,false,false,,""
"P16-CL-2",16,"comedy_lounge","Comedy Lounge",2,2,"vote","Perform a 30-second stand-up bit about whatever the table agrees was the worst moment of the evening. Find the funny. The person most involved casts the deciding vote.","Worst moment identified by table. Funny found. Involved player votes.",167,"core",2,false,true,30,""
"P16-CL-3",16,"comedy_lounge","Comedy Lounge",3,2,"vote","Deliver a 30-second comedy eulogy for this game — it is ending, it gave everything, it will be missed. At least two specific moments referenced.","Two moments referenced. Majority decides.",144,"expansion",,false,true,30,"EXPANSION"
"P16-CL-4",16,"comedy_lounge","Comedy Lounge",4,3,"vote","Perform a 60-second closing set. Cover: one observation about the table, one callback to an earlier performance, one prediction for next Christmas, and a closing line that lands. No notes.","All four elements present. Closing line confirmed by majority.",188,"core",3,false,true,60,""
"P16-TC-1",16,"the_club","The Club",1,1,"objective","Lead the table in one final chorus of any song everyone knows. You conduct. You start. Everyone joins.","Song known by majority. Full chorus completed. Table joins in.",102,"core",1,false,false,,""
"P16-TC-2",16,"the_club","The Club",2,2,"objective","Compose and perform a four-line toast to this game and everyone who played it. Must rhyme. Must end with something worth drinking to. 30 seconds to compose.","Four lines. Rhymes land. Toast delivered. Table drinks.",156,"core",2,false,false,,""
"P16-TC-3",16,"the_club","The Club",3,2,"objective","Perform a 30-second ballad recapping the entire game — who played well, who suffered, who won. Name every player.","Every player named. Game recapped. 30 seconds reached.",113,"expansion",,false,true,30,"EXPANSION"
"P16-TC-4",16,"the_club","The Club",4,3,"vote","Perform a 45-second original song — written and performed now — about this specific Christmas, this specific table, and why it will be remembered. Must have a chorus.","Original song. Chorus present. This Christmas described. Majority decides.",166,"core",3,false,true,45,"COND-OVERRIDE"
"P16-RS-1",16,"royal_show","The Royal Show",1,1,"objective","Take a final bow — mime receiving a standing ovation from a sold-out arena. 15 seconds.","Ovation and scale of arena both readable. Bow committed.",87,"core",1,false,true,15,""
"P16-RS-2",16,"royal_show","The Royal Show",2,2,"objective","Mime a 20-second highlight reel of your own best performance of the night. You direct and star. No words.","Performance identifiable. Direction and starring both readable.",105,"core",2,false,true,20,""
"P16-RS-3",16,"royal_show","The Royal Show",3,2,"named_judge","Mime accepting a lifetime achievement award at the Royal Show — trophy, tears, crowd, speech. No words. 25 seconds.","Named judge confirms all four elements present and committed.",115,"expansion",,false,true,25,"EXPANSION COND-OVERRIDE"
"P16-RS-4",16,"royal_show","The Royal Show",4,3,"objective","Perform a 35-second mime of the entire game — setup, performances, conflict, winner — compressed. Every player must be represented. No words, no sounds.","Game arc readable. Every player represented. Majority confirms.",152,"core",3,false,true,35,""
"P16-SP-1",16,"school_play","The School Play",1,1,"named_judge","Deliver the final line of the evening — whatever feels right — in the most dramatic accent you have. No prompt. Your words. Your moment.","Named judge confirms accent held and moment committed.",136,"core",1,false,false,,""
"P16-SP-2",16,"school_play","The School Play",2,2,"named_judge","Perform a 30-second curtain call speech — in character as your game Character — thanking the table for a magnificent performance. Stay in character throughout.","Named judge confirms character held and every player thanked.",159,"core",2,false,true,30,""
"P16-SP-3",16,"school_play","The School Play",3,2,"named_judge","Perform a 30-second scene: you are the director of this evening, giving notes to the cast after the final performance. Specific feedback for at least three players.","Named judge confirms director character, specificity, and three players addressed.",164,"expansion",,false,true,30,"EXPANSION"
"P16-SP-4",16,"school_play","The School Play",4,3,"named_judge","Perform a 60-second dramatic monologue as your game Character reflecting on what they have learned tonight. Must reference two real moments from the game. Must end with a line the table will remember.","Named judge confirms character, two real references, and memorable closing line.",200,"core",3,false,true,60,""
